,NAM_C1,NAM_C2,P.value
AADAC,3,2,1
AASDHPPT,2,3,0.680691669938021
ABCA3,3,2,1
ABCD4,2,3,0.680691669938021
ABCF1,3,2,1
ABHD12B,3,2,1
ABHD17B,3,2,1
ACAD9,0,5,0.0279140056964368
ACADL,3,2,1
ACO1,2,3,0.680691669938021
ACOT7,1,4,0.208606179044571
ACOX1,1,4,0.208606179044571
ACTG1,3,2,1
ACTL6B,1,4,0.208606179044571
ACTL7A,2,3,0.680691669938021
ACTR1A,2,3,0.680691669938021
ADAM21,4,1,0.372878439758274
ADAM32,3,2,1
ADAM8,2,3,0.680691669938021
ADCY6,1,4,0.208606179044571
ADH6,3,2,1
ADHFE1,2,3,0.680691669938021
ADIPOR1,4,1,0.372878439758274
ADPRH,0,5,0.0279140056964368
ADRB2,1,4,0.208606179044571
AGBL2,3,2,1
AGPS,2,3,0.680691669938021
AKAP8L,3,2,1
AKR1B1,1,4,0.208606179044571
AKR1B10,3,2,1
AKR1C3,3,2,1
AKR7A2,2,3,0.680691669938021
AKT2,0,5,0.0279140056964368
ALKBH1,2,3,0.680691669938021
ALOX15B,3,2,1
AMBP,2,3,0.680691669938021
AMICA1,3,2,1
ANGPT2,2,3,0.680691669938021
ANKRD13D,2,3,0.680691669938021
ANKRD16,3,2,1
ANKRD28,3,2,1
ANKRD36C,5,0,0.0614444753729787
ANKS1A,2,3,0.680691669938021
ANKZF1,2,3,0.680691669938021
ANXA6,2,3,0.680691669938021
AP1M1,4,1,0.372878439758274
AP3D1,3,2,1
AP5M1,2,3,0.680691669938021
APOBEC3G,0,5,0.0279140056964368
APOBEC4,2,3,0.680691669938021
AQP12B,1,4,0.208606179044571
AREL1,2,3,0.680691669938021
ARFIP2,3,2,1
ARHGEF18,3,2,1
ARHGEF25,2,3,0.680691669938021
ARHGEF26,1,4,0.208606179044571
ARL13B,4,1,0.372878439758274
ARL14EP,4,1,0.372878439758274
ARL4A,2,3,0.680691669938021
ARMC9,3,2,1
ARNT,1,4,0.208606179044571
ARSD,1,4,0.208606179044571
ASB10,3,2,1
ASB4,2,3,0.680691669938021
ASB9,3,2,1
ASCC2,0,5,0.0279140056964368
ASIC3,3,2,1
ASS1,2,3,0.680691669938021
ASUN,2,3,0.680691669938021
ATL2,2,3,0.680691669938021
ATP1B1,3,2,1
ATP6V1A,1,4,0.208606179044571
ATP6V1B2,4,1,0.372878439758274
ATP6V1E2,4,1,0.372878439758274
ATP8B1,2,3,0.680691669938021
AVPR1B,2,3,0.680691669938021
AXIN1,2,3,0.680691669938021
B3GNT7,1,4,0.208606179044571
B4GALT5,2,3,0.680691669938021
BAALC,1,4,0.208606179044571
BAMBI,4,1,0.372878439758274
BEND4,1,4,0.208606179044571
BEND7,1,4,0.208606179044571
BEST1,2,3,0.680691669938021
BGN,2,3,0.680691669938021
BIN2,3,2,1
BLID,2,3,0.680691669938021
BLZF1,1,4,0.208606179044571
BMP5,3,2,1
BMX,3,2,1
BPIFB1,2,3,0.680691669938021
BPIFB3,0,5,0.0279140056964368
BRAT1,2,3,0.680691669938021
BRD1,4,1,0.372878439758274
BRD2,2,3,0.680691669938021
BRD4,1,4,0.208606179044571
BRE,2,3,0.680691669938021
BTBD10,3,2,1
BTNL3,1,4,0.208606179044571
BZW2,2,3,0.680691669938021
C10orf54,1,4,0.208606179044571
C10orf76,2,3,0.680691669938021
C11orf88,1,4,0.208606179044571
C14orf169,1,4,0.208606179044571
C14orf177,2,3,0.680691669938021
C14orf37,3,2,1
C14orf39,2,3,0.680691669938021
C15orf26,3,2,1
C15orf52,3,2,1
C19orf40,2,3,0.680691669938021
C1orf110,1,4,0.208606179044571
C1QTNF3,2,3,0.680691669938021
C1R,3,2,1
C2orf80,2,3,0.680691669938021
C3orf17,3,2,1
C3orf56,1,4,0.208606179044571
C6orf15,2,3,0.680691669938021
C7orf31,2,3,0.680691669938021
CA1,2,3,0.680691669938021
CA4,3,2,1
CA8,1,4,0.208606179044571
CACNB1,2,3,0.680691669938021
CACNG4,1,4,0.208606179044571
CACNG8,3,2,1
CACTIN,1,4,0.208606179044571
CADM1,2,3,0.680691669938021
CALHM2,2,3,0.680691669938021
CARD9,0,5,0.0279140056964368
CASC3,1,4,0.208606179044571
CASK,3,2,1
CASP4,2,3,0.680691669938021
CASP9,3,2,1
CAST,1,4,0.208606179044571
CATSPERB,3,2,1
CBLB,2,3,0.680691669938021
CC2D1B,3,2,1
CC2D2A,3,2,1
CCDC106,2,3,0.680691669938021
CCDC127,2,3,0.680691669938021
CCDC142,4,1,0.372878439758274
CCDC172,2,3,0.680691669938021
CCDC174,1,4,0.208606179044571
CCDC18,3,2,1
CCDC28A,3,2,1
CCDC30,3,2,1
CCHCR1,3,2,1
CCL7,4,1,0.372878439758274
CCNE1,2,3,0.680691669938021
CCNI,4,1,0.372878439758274
CCR5,2,3,0.680691669938021
CCT2,0,5,0.0279140056964368
CCT4,2,3,0.680691669938021
CD177,3,2,1
CD300LG,3,2,1
CD36,1,4,0.208606179044571
CD5,1,4,0.208606179044571
CDC40,3,2,1
CDC42BPB,1,4,0.208606179044571
CDCA2,1,4,0.208606179044571
CDK17,2,3,0.680691669938021
CDKN1B,1,4,0.208606179044571
CELA3B,4,1,0.372878439758274
CEP104,3,2,1
CEP41,2,3,0.680691669938021
CEP55,2,3,0.680691669938021
CEP57L1,2,3,0.680691669938021
CEP63,2,3,0.680691669938021
CEP72,4,1,0.372878439758274
CEP76,4,1,0.372878439758274
CEP78,1,4,0.208606179044571
CES3,2,3,0.680691669938021
CFAP57,2,3,0.680691669938021
CHIA,4,1,0.372878439758274
CHODL,3,2,1
CHORDC1,3,2,1
CHRNA2,0,5,0.0279140056964368
CHRNA9,2,3,0.680691669938021
CHSY1,1,4,0.208606179044571
CIITA,3,2,1
CLASP2,2,3,0.680691669938021
CLDN16,4,1,0.372878439758274
CLDN18,2,3,0.680691669938021
CLEC3A,4,1,0.372878439758274
CLEC4G,1,4,0.208606179044571
CLEC5A,3,2,1
CLRN1,2,3,0.680691669938021
CMA1,2,3,0.680691669938021
CNBD2,1,4,0.208606179044571
CNGB1,2,3,0.680691669938021
CNOT6,2,3,0.680691669938021
CNTFR,0,5,0.0279140056964368
COCH,2,3,0.680691669938021
COL8A2,0,5,0.0279140056964368
COPB2,2,3,0.680691669938021
COPS3,4,1,0.372878439758274
COQ7,1,4,0.208606179044571
CORO6,2,3,0.680691669938021
CPB2,4,1,0.372878439758274
CPEB4,0,5,0.0279140056964368
CPNE5,2,3,0.680691669938021
CPSF2,2,3,0.680691669938021
CRAMP1L,1,4,0.208606179044571
CRISPLD2,1,4,0.208606179044571
CRTAC1,3,2,1
CRYBB2,1,4,0.208606179044571
CSAD,3,2,1
CSDE1,0,5,0.0279140056964368
CSHL1,2,3,0.680691669938021
CSNK1D,2,3,0.680691669938021
CSNK2A1,1,4,0.208606179044571
CSNK2A3,2,3,0.680691669938021
CST11,2,3,0.680691669938021
CST2,1,4,0.208606179044571
CST4,2,3,0.680691669938021
CST5,2,3,0.680691669938021
CST9,2,3,0.680691669938021
CT55,3,2,1
CTAGE9,3,2,1
CTTNBP2NL,1,4,0.208606179044571
CUL4A,3,2,1
CWC25,2,3,0.680691669938021
CXCR1,4,1,0.372878439758274
CXorf23,2,3,0.680691669938021
CYP17A1,3,2,1
CYP1B1,3,2,1
CYP26C1,3,2,1
CYP27A1,2,3,0.680691669938021
CYP3A5,1,4,0.208606179044571
CYP3A7,3,2,1
CYP4F22,3,2,1
CYP7B1,3,2,1
CYTL1,3,2,1
D4S234E,5,0,0.0614444753729787
DBX1,5,0,0.0614444753729787
DCAF11,4,1,0.372878439758274
DCAF7,2,3,0.680691669938021
DCLRE1C,0,5,0.0279140056964368
DDR1,4,1,0.372878439758274
DDRGK1,1,4,0.208606179044571
DDX39B,3,2,1
DDX3X,2,3,0.680691669938021
DDX43,3,2,1
DDX46,3,2,1
DEFB112,3,2,1
DEFB116,2,3,0.680691669938021
DEPDC1B,2,3,0.680691669938021
DEPDC7,3,2,1
DES,2,3,0.680691669938021
DGCR14,4,1,0.372878439758274
DGKA,2,3,0.680691669938021
DHRS2,3,2,1
DHRS7C,3,2,1
DHX36,1,4,0.208606179044571
DIEXF,1,4,0.208606179044571
DIRC1,3,2,1
DIS3L,3,2,1
DLAT,1,4,0.208606179044571
DLEC1,2,3,0.680691669938021
DLG1,1,4,0.208606179044571
DLG4,2,3,0.680691669938021
DNAH6,4,1,0.372878439758274
DNAJB2,1,4,0.208606179044571
DNAJB4,1,4,0.208606179044571
DNAJC5B,3,2,1
DNASE1L3,2,3,0.680691669938021
DNASE2,4,1,0.372878439758274
DNASE2B,5,0,0.0614444753729787
DOK1,2,3,0.680691669938021
DPEP1,3,2,1
DPF3,3,2,1
DPRX,3,2,1
DSN1,2,3,0.680691669938021
DUPD1,1,4,0.208606179044571
DUS2,3,2,1
DUSP6,2,3,0.680691669938021
DUSP9,3,2,1
DVL2,1,4,0.208606179044571
DZANK1,4,1,0.372878439758274
E2F2,2,3,0.680691669938021
E2F8,4,1,0.372878439758274
ECD,3,2,1
EDEM3,1,4,0.208606179044571
EED,4,1,0.372878439758274
EEF2K,1,4,0.208606179044571
EFCAB13,2,3,0.680691669938021
EGLN3,3,2,1
EGR1,1,4,0.208606179044571
EIF2AK4,1,4,0.208606179044571
EIF4A2,2,3,0.680691669938021
ELK4,1,4,0.208606179044571
ELL2,5,0,0.0614444753729787
ELMO2,2,3,0.680691669938021
ELP2,3,2,1
EML2,2,3,0.680691669938021
EMP3,2,3,0.680691669938021
EN1,1,4,0.208606179044571
ENC1,4,1,0.372878439758274
ENOSF1,2,3,0.680691669938021
ENTPD7,0,5,0.0279140056964368
EPB42,2,3,0.680691669938021
EPHX4,3,2,1
EPS8L2,1,4,0.208606179044571
ERICH5,3,2,1
ERMARD,4,1,0.372878439758274
ESR2,3,2,1
ETS2,4,1,0.372878439758274
ETV6,4,1,0.372878439758274
EVC,4,1,0.372878439758274
EXOC5,3,2,1
FAAH,4,1,0.372878439758274
FAAH2,1,4,0.208606179044571
FAF2,2,3,0.680691669938021
FAHD2B,0,5,0.0279140056964368
FAM114A1,2,3,0.680691669938021
FAM124B,3,2,1
FAM127C,3,2,1
FAM13A,3,2,1
FAM168B,2,3,0.680691669938021
FAM172A,4,1,0.372878439758274
FAM178A,2,3,0.680691669938021
FAM183B,3,2,1
FAM189B,2,3,0.680691669938021
FAM19A2,1,4,0.208606179044571
FAM209B,3,2,1
FAM20B,3,2,1
FAM3C,1,4,0.208606179044571
FAM50B,2,3,0.680691669938021
FAM53C,2,3,0.680691669938021
FAM71F1,0,5,0.0279140056964368
FAM73B,4,1,0.372878439758274
FAM83A,2,3,0.680691669938021
FAM83F,1,4,0.208606179044571
FAM83G,2,3,0.680691669938021
FAM90A1,1,4,0.208606179044571
FANCA,2,3,0.680691669938021
FANCD2,3,2,1
FANCG,1,4,0.208606179044571
FANK1,2,3,0.680691669938021
FARS2,4,1,0.372878439758274
FASTKD5,3,2,1
FBXO4,2,3,0.680691669938021
FBXO47,3,2,1
FBXW9,3,2,1
FCGR1A,2,3,0.680691669938021
FCHSD1,1,4,0.208606179044571
FERMT1,1,4,0.208606179044571
FERMT2,4,1,0.372878439758274
FEZF1,2,3,0.680691669938021
FGD4,3,2,1
FGF12,3,2,1
FGF18,3,2,1
FGGY,3,2,1
FGL1,1,4,0.208606179044571
FIBP,5,0,0.0614444753729787
FLII,4,1,0.372878439758274
FNBP1,3,2,1
FNDC8,3,2,1
FOLR3,3,2,1
FOXD4L4,3,2,1
FOXN2,3,2,1
FOXO3,3,2,1
FOXP4,3,2,1
FOXR2,0,5,0.0279140056964368
FOXRED1,2,3,0.680691669938021
FOXS1,2,3,0.680691669938021
FRMD8,3,2,1
FRS3,3,2,1
FSHB,3,2,1
FST,4,1,0.372878439758274
FTO,3,2,1
FTSJ1,2,3,0.680691669938021
FUS,3,2,1
FUT10,1,4,0.208606179044571
FUT3,3,2,1
FXR1,3,2,1
FXYD5,3,2,1
FYN,4,1,0.372878439758274
GABRE,2,3,0.680691669938021
GABRP,3,2,1
GAD1,1,4,0.208606179044571
GAL3ST2,3,2,1
GALR1,2,3,0.680691669938021
GATA2,1,4,0.208606179044571
GBAS,2,3,0.680691669938021
GCG,3,2,1
GCKR,2,3,0.680691669938021
GCNT1,2,3,0.680691669938021
GDAP1,3,2,1
GEM,4,1,0.372878439758274
GFOD2,2,3,0.680691669938021
GFPT2,4,1,0.372878439758274
GGCX,2,3,0.680691669938021
GGH,2,3,0.680691669938021
GGT7,2,3,0.680691669938021
GGTLC1,2,3,0.680691669938021
GH2,2,3,0.680691669938021
GHSR,1,4,0.208606179044571
GIF,2,3,0.680691669938021
GIMAP2,2,3,0.680691669938021
GIPC1,1,4,0.208606179044571
GJA4,2,3,0.680691669938021
GJB1,0,5,0.0279140056964368
GJD2,0,5,0.0279140056964368
GK,4,1,0.372878439758274
GLE1,2,3,0.680691669938021
GLRB,2,3,0.680691669938021
GLT8D2,1,4,0.208606179044571
GLUL,1,4,0.208606179044571
GNAL,1,4,0.208606179044571
GNAQ,0,5,0.0279140056964368
GNAT3,3,2,1
GNB3,3,2,1
GNB5,1,4,0.208606179044571
GNG2,2,3,0.680691669938021
GNRHR,1,4,0.208606179044571
GORAB,4,1,0.372878439758274
GP5,2,3,0.680691669938021
GPAA1,2,3,0.680691669938021
GPAM,2,3,0.680691669938021
GPATCH3,1,4,0.208606179044571
GPC2,1,4,0.208606179044571
GPC3,1,4,0.208606179044571
GPKOW,2,3,0.680691669938021
GPN2,1,4,0.208606179044571
GPR173,2,3,0.680691669938021
GPR176,2,3,0.680691669938021
GPR183,5,0,0.0614444753729787
GPR22,5,0,0.0614444753729787
GPR55,2,3,0.680691669938021
GPT2,4,1,0.372878439758274
GPX6,1,4,0.208606179044571
GRB14,2,3,0.680691669938021
GRIN3B,2,3,0.680691669938021
GSDMA,1,4,0.208606179044571
GSDMD,2,3,0.680691669938021
GSR,3,2,1
GSTA5,3,2,1
GTF3C2,3,2,1
GUCA1C,3,2,1
GUF1,2,3,0.680691669938021
GZMB,3,2,1
H6PD,1,4,0.208606179044571
HAL,3,2,1
HAS1,3,2,1
HAUS3,4,1,0.372878439758274
HBB,4,1,0.372878439758274
HEMGN,1,4,0.208606179044571
HIPK4,1,4,0.208606179044571
HIST1H1C,2,3,0.680691669938021
HIST1H1D,1,4,0.208606179044571
HIST1H1E,4,1,0.372878439758274
HIST1H2BF,2,3,0.680691669938021
HIST1H3C,3,2,1
HIST1H4D,2,3,0.680691669938021
HKDC1,4,1,0.372878439758274
HLA-G,4,1,0.372878439758274
HLF,2,3,0.680691669938021
HMMR,4,1,0.372878439758274
HNF4G,1,4,0.208606179044571
HNRNPC,1,4,0.208606179044571
HNRNPCL2,4,1,0.372878439758274
HNRNPH2,3,2,1
HNRNPK,2,3,0.680691669938021
HNRNPR,1,4,0.208606179044571
HORMAD1,2,3,0.680691669938021
HOXB6,3,2,1
HOXC11,3,2,1
HOXC12,4,1,0.372878439758274
HOXD12,2,3,0.680691669938021
HOXD13,2,3,0.680691669938021
HPGD,3,2,1
HPS3,1,4,0.208606179044571
HS3ST3A1,4,1,0.372878439758274
HSD17B2,4,1,0.372878439758274
HSD17B4,1,4,0.208606179044571
HSPA4L,2,3,0.680691669938021
HTR1B,1,4,0.208606179044571
HTR2A,3,2,1
HTR2B,0,5,0.0279140056964368
HTR4,2,3,0.680691669938021
HTRA4,2,3,0.680691669938021
HYPM,2,3,0.680691669938021
IBA57,3,2,1
IDO2,2,3,0.680691669938021
IDS,4,1,0.372878439758274
IFNA2,4,1,0.372878439758274
IFNA4,0,5,0.0279140056964368
IFNA7,1,4,0.208606179044571
IFNA8,3,2,1
IGFBP2,3,2,1
IGHA2,2,3,0.680691669938021
IGHV2-26,2,3,0.680691669938021
IGHV3-38,0,5,0.0279140056964368
IGHV3-53,1,4,0.208606179044571
IGHV4-31,0,5,0.0279140056964368
IGKV1-6,1,4,0.208606179044571
IGKV1D-13,1,4,0.208606179044571
IGKV1D-43,1,4,0.208606179044571
IGKV6D-21,0,5,0.0279140056964368
IGKV6D-41,2,3,0.680691669938021
IKBKAP,2,3,0.680691669938021
IL15,1,4,0.208606179044571
IL17RD,2,3,0.680691669938021
IL27,4,1,0.372878439758274
IL3,2,3,0.680691669938021
IL37,1,4,0.208606179044571
IMPAD1,1,4,0.208606179044571
INHBE,3,2,1
INPP1,1,4,0.208606179044571
INPP4A,2,3,0.680691669938021
INPP5F,2,3,0.680691669938021
INSIG2,2,3,0.680691669938021
INTS6,2,3,0.680691669938021
IQCG,3,2,1
IRF2BPL,3,2,1
IRGQ,1,4,0.208606179044571
ISM2,3,2,1
ITCH,4,1,0.372878439758274
ITFG1,4,1,0.372878439758274
ITGA9,2,3,0.680691669938021
ITIH4,3,2,1
IWS1,3,2,1
JMY,3,2,1
KAT7,4,1,0.372878439758274
KBTBD7,5,0,0.0614444753729787
KCNA3,2,3,0.680691669938021
KCNAB2,3,2,1
KCNIP3,2,3,0.680691669938021
KCNJ10,3,2,1
KCNMB2,0,5,0.0279140056964368
KDF1,1,4,0.208606179044571
KDM1B,3,2,1
KDM2A,2,3,0.680691669938021
KDM4E,1,4,0.208606179044571
KDM5D,3,2,1
KIAA1033,4,1,0.372878439758274
KIAA1257,1,4,0.208606179044571
KIAA1456,2,3,0.680691669938021
KIAA1467,1,4,0.208606179044571
KIAA1468,2,3,0.680691669938021
KIAA1841,1,4,0.208606179044571
KIF13B,1,4,0.208606179044571
KIF20A,2,3,0.680691669938021
KIF23,2,3,0.680691669938021
KIF25,4,1,0.372878439758274
KIF9,4,1,0.372878439758274
KIFC2,1,4,0.208606179044571
KLF11,2,3,0.680691669938021
KLHDC7A,2,3,0.680691669938021
KLHDC8A,1,4,0.208606179044571
KLHL11,2,3,0.680691669938021
KLHL28,1,4,0.208606179044571
KLHL3,3,2,1
KLHL41,4,1,0.372878439758274
KLHL42,3,2,1
KRBOX4,1,4,0.208606179044571
KRT12,1,4,0.208606179044571
KRT13,0,5,0.0279140056964368
KRT33A,1,4,0.208606179044571
KRT40,1,4,0.208606179044571
KRT78,2,3,0.680691669938021
KRT80,2,3,0.680691669938021
KRT84,1,4,0.208606179044571
KRT85,4,1,0.372878439758274
KRTAP10-2,4,1,0.372878439758274
KRTAP19-3,2,3,0.680691669938021
KRTAP19-5,2,3,0.680691669938021
KRTAP19-6,3,2,1
KRTAP20-1,1,4,0.208606179044571
KRTAP21-2,2,3,0.680691669938021
KRTAP6-1,3,2,1
KRTAP8-1,5,0,0.0614444753729787
KRTAP9-2,2,3,0.680691669938021
L2HGDH,3,2,1
LACTB2,0,5,0.0279140056964368
LAIR1,3,2,1
LAIR2,2,3,0.680691669938021
LAMP1,3,2,1
LAMP3,2,3,0.680691669938021
LAP3,4,1,0.372878439758274
LARP6,1,4,0.208606179044571
LBP,3,2,1
LCA5L,2,3,0.680691669938021
LCE1C,1,4,0.208606179044571
LCE1D,3,2,1
LCOR,3,2,1
LDB3,1,4,0.208606179044571
LDHA,2,3,0.680691669938021
LECT2,0,5,0.0279140056964368
LEFTY1,2,3,0.680691669938021
LEMD3,1,4,0.208606179044571
LGI3,4,1,0.372878439758274
LIM2,1,4,0.208606179044571
LIN28B,3,2,1
LIN7C,1,4,0.208606179044571
LLGL1,1,4,0.208606179044571
LMAN2L,3,2,1
LMBR1L,1,4,0.208606179044571
LMNB2,0,5,0.0279140056964368
LNPEP,1,4,0.208606179044571
LNX1,2,3,0.680691669938021
LPCAT2,4,1,0.372878439758274
LPCAT4,3,2,1
LPL,1,4,0.208606179044571
LRFN3,3,2,1
LRIT3,1,4,0.208606179044571
LRRC18,2,3,0.680691669938021
LRRC23,2,3,0.680691669938021
LRRC36,2,3,0.680691669938021
LRRC37A2,2,3,0.680691669938021
LRRC4,1,4,0.208606179044571
LRRC40,2,3,0.680691669938021
LRRC47,3,2,1
LRRC52,2,3,0.680691669938021
LRRC8D,3,2,1
LRRIQ4,1,4,0.208606179044571
LRRN1,2,3,0.680691669938021
LRSAM1,2,3,0.680691669938021
LTB,0,5,0.0279140056964368
LUZP4,3,2,1
LYN,3,2,1
LYSMD2,1,4,0.208606179044571
LYZL1,1,4,0.208606179044571
LYZL6,3,2,1
MAP1LC3C,3,2,1
MAP1S,2,3,0.680691669938021
MAP2K6,3,2,1
MAP3K7,4,1,0.372878439758274
MAP4,2,3,0.680691669938021
MAP4K2,4,1,0.372878439758274
MAP6,1,4,0.208606179044571
MAP9,3,2,1
MAPKAPK5,1,4,0.208606179044571
MARCH8,2,3,0.680691669938021
MARVELD2,2,3,0.680691669938021
MASTL,2,3,0.680691669938021
MBOAT1,3,2,1
MCM7,3,2,1
MCOLN1,2,3,0.680691669938021
MCOLN3,3,2,1
MDM2,2,3,0.680691669938021
ME2,3,2,1
METAP1D,3,2,1
METTL14,3,2,1
METTL21C,1,4,0.208606179044571
METTL25,1,4,0.208606179044571
METTL4,4,1,0.372878439758274
MFSD11,2,3,0.680691669938021
MFSD2B,2,3,0.680691669938021
MGAT4B,1,4,0.208606179044571
MGEA5,2,3,0.680691669938021
MICALL1,1,4,0.208606179044571
MID1,3,2,1
MIER3,0,5,0.0279140056964368
MKKS,3,2,1
MMP11,2,3,0.680691669938021
MMP21,1,4,0.208606179044571
MMP26,4,1,0.372878439758274
MMP8,3,2,1
MOCS3,2,3,0.680691669938021
MOG,4,1,0.372878439758274
MOGAT2,2,3,0.680691669938021
MON1B,1,4,0.208606179044571
MORF4L2,2,3,0.680691669938021
MPP1,3,2,1
MPP3,4,1,0.372878439758274
MPP4,3,2,1
MPP6,1,4,0.208606179044571
MRPL39,3,2,1
MRPS5,2,3,0.680691669938021
MS4A13,3,2,1
MS4A8,2,3,0.680691669938021
MSANTD3,3,2,1
MSI2,2,3,0.680691669938021
MSLN,3,2,1
MSR1,1,4,0.208606179044571
MSRA,2,3,0.680691669938021
MTA1,2,3,0.680691669938021
MTA2,3,2,1
MTMR10,3,2,1
MTMR9,2,3,0.680691669938021
MTSS1,1,4,0.208606179044571
MUC21,3,2,1
MUS81,3,2,1
MUTYH,4,1,0.372878439758274
MXRA8,3,2,1
MYADM,3,2,1
MYCBPAP,2,3,0.680691669938021
MYCN,3,2,1
MYCT1,4,1,0.372878439758274
NAGK,2,3,0.680691669938021
NAGPA,3,2,1
NAIF1,2,3,0.680691669938021
NANOG,2,3,0.680691669938021
NARF,4,1,0.372878439758274
NAT2,3,2,1
NAT8,3,2,1
NBPF1,4,1,0.372878439758274
NBPF15,2,3,0.680691669938021
NBPF9,2,3,0.680691669938021
NCAPG,2,3,0.680691669938021
NDRG2,1,4,0.208606179044571
NDUFA12,3,2,1
NDUFB5,3,2,1
NECAB2,5,0,0.0614444753729787
NEK5,5,0,0.0614444753729787
NELFB,2,3,0.680691669938021
NELFCD,2,3,0.680691669938021
NEUROG3,2,3,0.680691669938021
NFAM1,3,2,1
NFE2,2,3,0.680691669938021
NFIA,3,2,1
NFIB,3,2,1
NFIC,1,4,0.208606179044571
NGDN,3,2,1
NGLY1,1,4,0.208606179044571
NIFK,4,1,0.372878439758274
NIPAL3,3,2,1
NKAP,2,3,0.680691669938021
NLGN4Y,2,3,0.680691669938021
NLRX1,3,2,1
NMBR,3,2,1
NNMT,0,5,0.0279140056964368
NOC4L,3,2,1
NOL11,1,4,0.208606179044571
NOLC1,2,3,0.680691669938021
NOM1,4,1,0.372878439758274
NPC1,2,3,0.680691669938021
NPM1,1,4,0.208606179044571
NPTXR,2,3,0.680691669938021
NR2F1,1,4,0.208606179044571
NR3C2,1,4,0.208606179044571
NRF1,2,3,0.680691669938021
NSUN6,2,3,0.680691669938021
NT5E,1,4,0.208606179044571
NTN4,2,3,0.680691669938021
NTS,4,1,0.372878439758274
NUBPL,2,3,0.680691669938021
NUDT12,1,4,0.208606179044571
NUP35,2,3,0.680691669938021
NUP93,2,3,0.680691669938021
ODF1,4,1,0.372878439758274
OOSP2,4,1,0.372878439758274
OPTC,0,5,0.0279140056964368
OR10A6,3,2,1
OR12D3,2,3,0.680691669938021
OR1L1,3,2,1
OR1L4,1,4,0.208606179044571
OR2AE1,1,4,0.208606179044571
OR2T5,4,1,0.372878439758274
OR4S1,1,4,0.208606179044571
OR5AK2,3,2,1
OR5H2,3,2,1
OR5P3,3,2,1
OR6C1,2,3,0.680691669938021
OR6C6,1,4,0.208606179044571
OR6S1,3,2,1
OR7A10,1,4,0.208606179044571
OR7A5,2,3,0.680691669938021
OR8B2,4,1,0.372878439758274
OR8B3,2,3,0.680691669938021
OR8S1,5,0,0.0614444753729787
OR9Q1,4,1,0.372878439758274
ORC2,2,3,0.680691669938021
OSGIN1,3,2,1
OSGIN2,3,2,1
OSM,1,4,0.208606179044571
OSR1,2,3,0.680691669938021
OSR2,4,1,0.372878439758274
OTP,1,4,0.208606179044571
OTUD4,2,3,0.680691669938021
OXER1,2,3,0.680691669938021
P2RY4,2,3,0.680691669938021
P4HA1,4,1,0.372878439758274
P4HA2,2,3,0.680691669938021
P4HB,2,3,0.680691669938021
PACSIN1,4,1,0.372878439758274
PAIP1,1,4,0.208606179044571
PAK4,1,4,0.208606179044571
PAN2,4,1,0.372878439758274
PANK2,1,4,0.208606179044571
PANK3,2,3,0.680691669938021
PANK4,2,3,0.680691669938021
PARN,3,2,1
PARP12,2,3,0.680691669938021
PARP15,2,3,0.680691669938021
PATE1,3,2,1
PATZ1,2,3,0.680691669938021
PAX3,2,3,0.680691669938021
PCCA,1,4,0.208606179044571
PCYOX1L,1,4,0.208606179044571
PDE4D,2,3,0.680691669938021
PDIA3,0,5,0.0279140056964368
PDLIM3,1,4,0.208606179044571
PDSS2,5,0,0.0614444753729787
PER2,3,2,1
PEX2,3,2,1
PFKM,4,1,0.372878439758274
PHF12,1,4,0.208606179044571
PHF21A,2,3,0.680691669938021
PHGDH,5,0,0.0614444753729787
PHKG1,4,1,0.372878439758274
PI16,4,1,0.372878439758274
PIGR,3,2,1
PIK3R2,5,0,0.0614444753729787
PIK3R3,1,4,0.208606179044571
PIP5K1C,3,2,1
PITX1,3,2,1
pk,2,3,0.680691669938021
PKN3,4,1,0.372878439758274
PKNOX1,3,2,1
PLA2G4F,3,2,1
PLD2,5,0,0.0614444753729787
PLD4,1,4,0.208606179044571
PLIN5,2,3,0.680691669938021
PLSCR4,2,3,0.680691669938021
PLXDC1,1,4,0.208606179044571
PNISR,4,1,0.372878439758274
PNLDC1,1,4,0.208606179044571
PNMAL2,3,2,1
PNPLA1,4,1,0.372878439758274
PNPLA5,4,1,0.372878439758274
POC5,2,3,0.680691669938021
PODXL2,2,3,0.680691669938021
POFUT2,3,2,1
POGK,2,3,0.680691669938021
POLB,2,3,0.680691669938021
POLR3C,3,2,1
POM121,2,3,0.680691669938021
POMZP3,3,2,1
PON3,3,2,1
POTEM,2,3,0.680691669938021
POU2F3,2,3,0.680691669938021
PPAN-P2RY11,2,3,0.680691669938021
PPARD,1,4,0.208606179044571
PPFIBP1,0,5,0.0279140056964368
PPIAL4D,1,4,0.208606179044571
PPM1A,1,4,0.208606179044571
PPME1,3,2,1
PPP1R3F,3,2,1
PPP2R3B,4,1,0.372878439758274
PPP6R3,3,2,1
PRAMEF6,4,1,0.372878439758274
PRAMEF8,3,2,1
PRC1,2,3,0.680691669938021
PRDM13,3,2,1
PRKAG2,3,2,1
PRKCE,3,2,1
PRKD2,0,5,0.0279140056964368
PRKD3,3,2,1
PRMT3,3,2,1
PRR19,1,4,0.208606179044571
PRSS16,3,2,1
PRSS22,1,4,0.208606179044571
PRSS37,2,3,0.680691669938021
PRX,1,4,0.208606179044571
PSAP,3,2,1
PSIP1,1,4,0.208606179044571
